id	mimNumber	preferredTitle	growthExists	growthHeightExists	growWeightExists	growthOtherExists	headAndNeckExists	headAndNeckHeadExists	headAndNeckFaceExists	headAndNeckEarsExists	headAndNeckEyesExists	headAndNeckNoseExists	headAndNeckMouthExists	headAndNeckTeethExists	headAndNeckNeckExists	respiratoryExists	respiratoryNasopharynxExists	respiratoryLarynxExists	respiratoryAirwaysExists	respiratoryLungExists	chestExists	chestExternalFeuturesExists	chestRibsSternumClaviclesAndScapulaeExists	chestBreastExists	chestDiaphragmExists	genitourinaryExists	genitourinaryExternalGenitaliaMaleExists	genitourinaryExternalGenitaliaFemaleExists	genitourinaryInternalGenitaliaMaleExists	genitourinaryInternalGenitaliaFemaleExists	genitourinaryKidneysExists	genitourinaryUretersExists	genitourinaryBladderExists	skeletalExists	skeletalSkullExists	skeletalSpineExists	skeletalPelvisExists	skeletalLimbsExists	skeletalHandsExists	skeletalFeetExists	skinNailsHairExists	skinNailsHairSkinExists	skinNailsHairSkinHistologyExists	skinNailsHairSkinElectronMicroscopyExists	skinNailsHairNailsExists	skinNailsHairHairExists	muscleSoftTissueExists	abdomenExists	abdomenExternalFeaturesExists	abdomenLiverExists	abdomenPancreasExists	abdomenBiliaryTractExists	abdomenGastrointestinalExists	abdomenSpleenExists	voiceExists	metabolicFeaturesExists	endocrineFeaturesExists	hematologyExists	immunologyExists	neoplasiaExists	prenatalManifestationsExists	prenatalManifestationsMovementExists	prenatalManifestationsAmnioticFluidExists	prenatalManifestationsPlacentaAndUmbilicalCordExists	prenatalManifestationsMaternalExists	prenatalManifestationsDeliveryExists	laboratoryAbnormalitiesExists	miscellaneousExists	molecularBasisExists	neurologicExists	neurologicCentralNervousSystemExists	neurologicPeripheralNervousSystemExists	neurologicBehavioralPsychiatricManifestationsExists	Sympton	Disease
360	609456	"MUSCULAR DYSTROPHY, CONGENITAL, MEROSIN-POSITIVE"	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	"Facial muscle weakness, mild to moderate Neck muscle weakness, mild to moderate Respiratory muscle weakness  Increased joint laxity, mild ; Contractures may develop later in life Scoliosis   Muscular dystrophy, congenital    ; Poor muscle build ; Neonatal hypotonia   ; Muscle weakness, shoulder-girdle   ; Muscle weakness of the trunk  ; Muscle weakness, proximal limb muscle, mild to moderate ; Muscle weakness of the face and neck, mild to moderate ; Delayed walking ; Muscle biopsy shows dystrophic changes  ; Muscle biopsy shows myopathic changes ; Increased variation in fiber size  ; Muscle biopsy is immunopositive for merosin ()Decreased fetal movements    Normal or mildly increased serum creatine kinase Onset at birth  ; Variable severity  ; Most patients remain ambulatory in adulthood ; Generally static disease course "	Yes
361	611307	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L; LGMD2L"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	"Mild facial weakness (less common) Proximal muscle weakness   ; Hip girdle muscle weakness   ; Shoulder girdle muscle weakness   ; Asymmetric muscle involvement ; Prominent involvement of the quadriceps femoris muscles ; Quadriceps atrophy ; Prominent involvement of the biceps brachii muscles ; Biceps brachii atrophy ; Myalgia    ; Calf hypertrophy (less common)  ; EMG shows myopathic changes ; Skeletal muscle biopsy shows dystrophic changes ; Muscle biopsy shows disruption of the sarcolemmal membrane ; MRI shows increased connective tissue and fat Normal or increased serum creatine kinase Intrafamilial variability ; Variable severity  ; Range of onset 11 to 50 years ; Progressive disorder  ; Patients may become wheelchair-bound after about 12 years ; Allelic disorder to Miyoshi muscular dystrophy 3 (MMD3, )Caused by mutation in the transmembrane protein 16E gene (TMEM16E, )"	Yes
362	613204	"MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Dyspnea due to respiratory muscle weakness Scoliosis   Hypotonia, neonatal   ; Muscle weakness, predominantly proximal ; Muscle atrophy  ; Dystrophic changes, mild, seen on muscle biopsy ; Lack of integrin alpha-7 staining Increased serum creatine kinase  Onset in infancy  ; Three unrelated patients have been reported (last curated January 2010) Caused by mutation in the integrin alpha-7 gene (ITGA7, )Delayed motor development  ; Cognitive impairment (in 1 of 3 patients)  "	Yes
363	613205	"MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED"	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	"Failure to thrive    Neck muscle weakness  ; Floppy neck ; Loss of head control Respiratory insufficiency due to muscle weakness  Joint contractures     Rigid spine  ; Stiff spine Elbow laxity Talipes foot deformities  Muscle weakness, severe, proximal and distal ; Generalized amyotrophy  ; Hypotonia, severe  ; Axial weakness ; Head drop due to neck muscle weakness ; Dystrophic features and atrophic fibers seen on muscle biopsy ; Variability in fiber size Decreased fetal movements    Increased serum creatine kinase  Prenatal onset or onset in infancy ; Variable severity  ; Progressive disorder  ; Patients who acquire ability to walk may lose it Caused by mutation in the lamin A/C gene (LMNA, )Delayed motor development  "	Yes
364	613530	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1H; LGMD1H"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	"Proximal muscle weakness, upper and lower limbs ; Hip girdle muscle atrophy ; Shoulder girdle muscle atrophy  ; Calf hypertrophy  ; EMG shows myopathic pattern ; Muscle biopsy shows abnormal fiber size and variation ; Increased connective tissue  ; Centralized nuclei, rare ; Ragged red fibers ; Subsarcolemmal mitochondrial accumulation ; Cytochrome c oxidase-negative fibers ; Mitochondrial DNA deletions Increased serum creatine kinase  Onset of muscle weakness in fifth decade ; Onset of calf hypotrophy may occur earlier ; Slowly progressive  ; Incomplete penetrance  ; Variable expressivity  ; One family has been reported (as of August 2010) Hyporeflexia   "	Yes
365	613723	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q; LGMD2Q"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Contractures, late-onset Lumbar lordosis  Muscular dystrophy, limb-girdle   ; Proximal muscle weakness   ; Generalized muscle weakness    ; Muscle atrophy  ; Gowers sign   ; Difficulty climbing stairs, running, jumping ; Muscle biopsy shows dystrophic features Increased serum creatine kinase  Onset in early childhood ; Rapid progression in adolescence ; Adults may lose ability to walk Caused by mutation in the plectin 1 gene (PLEC1, )Delayed motor development  "	Yes
366	615325	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2R; LGMD2R"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Facial weakness, mild Scapular winging, mild Elbow contractures   Proximal muscle weakness, limb-girdle distribution ; Limb muscle atrophy ; Muscle biopsy shows dystrophic features ; Type 2 fiber predominance ; No myofibrillar abnormalities or protein aggregation Onset between 15 and 27 years ; Progressive disorder  ; Patients become wheelchair-bound as adults ; Two sibs have been reported (last curated July 2013) Caused by mutation in the desmin gene (DES, )"	Yes
367	615356	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S; LGMD2S"	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Short stature  Microcephaly      Cataracts   ; Strabismus  ; Myopia     Scoliosis   Hip dysplasia  Hypotonia   ; Proximal muscle weakness   ; Muscle cramps   ; Muscle pain  Increased serum creatine kinase  Onset in early childhood ; Highly variable phenotype  Caused by mutation in the trafficking protein particle complex, subunit 11 gene (TRAPPC11, )Delayed psychomotor development   ; Choreiform movements    ; Hyperkinetic movements  ; Dystonia    ; Ataxia   ; Athetosis   ; Tremor  "	Yes
368	300388	"POLYMICROGYRIA, BILATERAL PERISYLVIAN, X-LINKED; BPPX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	"Extremely variable phenotype Pseudobulbar palsy    ; Cognitive deficits   ; Facial, pharyngeal, and masticatory muscle diplegia ; Dysarthria    ; Speech and language disorders  ; Dyslexia    ; Atypical absence, atonic/tonic, or tonic-clonic seizures ; Polymicrogyria   ; Bilateral perisylvian cortical malformations on MRI "	Yes
369	606854	"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL; BFPP"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"Dysconjugate gaze  ; Esotropia     ; Nystagmus  ; Strabismus  ; Exotropia     Increased muscle tone   Caused by mutation in the G protein-coupled receptor 56 gene (GPR56, )Developmental delay   ; Psychomotor delay   ; Mental retardation, moderate to severe ; Increased muscle tone   ; Hyperreflexia   ; Extensor plantar responses   ; Ankle clonus   ; Seizures     ; Cerebellar signs  ; Pyramidal signs   ; Wide-based gait  ; Truncal ataxia   ; Finger dysmetria ; Polymicrogyria, most severe in the frontoparietal regions ; Polymicrogyria, anterior to posterior gradient  ; Areas of dysmyelination on MRI  ; Brainstem hypoplasia  ; Cerebellar hypoplasia   "	Yes
370	610031	"POLYMICROGYRIA, SYMMETRIC OR ASYMMETRIC; PMGYSA"	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"Microcephaly      Contralateral hemianopsia (1 family) ; Congenital fibrosis of the extraocular muscles (1 family)  ; Limited extraocular movements (1 family)  Sialorrhea    ; Oromotor dyspraxia Caused by mutation in the beta-2B tubulin gene (TUBB2B, )Malformations of cortical development, variable ; Polymicrogyria, asymmetric or symmetric ; Pachygyria    ; Irregular folding of the cortex ; Frontotemporoparietal cortical dysplasia ; Contralateral hemiparesis, congenital ; Seizures     ; Delayed motor development  ; Cognitive delay  ; Learning difficulties  ; Mental retardation    ; Thin corpus callosum   ; Agenesis of the corpus callosum    ; Cerebellar hypoplasia (variable)  ; Brainstem abnormalities ; Neuronal migration defect "	Yes
371	612691	"POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL; BTOP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	"One family has been reported (last curated September 2014) ; Variable age at onset, first to second decades ; Variable severity  Caused by mutation in the homolog of the S. cerevisiae Fig4 gene (FIG4, )Seizures     ; Complex focal seizures   ; Visual hallucinations    ; Secondary generalization ; Automatisms  ; Status epilepticus   ; Enlarged ventricles  ; Polymicrogyria, temporo-occipital Psychiatric abnormalities ; Aggressive behavior   ; Delirium   "	Yes
372	616531	"POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS; PMGYCHA"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	"Dolichocephaly     Micrognathia    Arthrogryposis    Externally rotated hips  Flexed postureOverlapping fingers   Talipes equinovarus     Onset in utero  ; Three fetuses from 1 family have been reported (last curated August 2015)Caused by mutation in the phosphatidylinositol 4-kinase, catalytic, alpha gene (PI4KA, )Polymicrogyria, perisylvian ; Cerebellar hypoplasia   ; Cerebellar dysplasia  ; Small pons (1 patient)"	Yes
373	300400	"SEVERE COMBINED IMMUNODEFICIENCY, X-LINKED; SCIDX1"	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Failure to thrive    Oral thrush    Pneumonia   Candidal diaper rash  ; Erythematous skin rashes Hepatomegaly     Chronic diarrhea   Frequent bacterial, fungal and viral infections ; Specific antibody production very poor ; Natural killer cells, reduced numbers and cytotoxicity ; Absent T lymphocytes ; Thymic hypoplasia   ; Lymphoid depletion ; Lymph nodes are small and poorly developed Low absolute lymphocyte count ; Agammaglobulinemia   Death within first year of life Caused by mutation in the interleukin receptor gamma chain gene (IL2RG, )Recurrent bacterial meningitis  "	Yes
374	102700	"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-NEGATIVE, DUE TO ADENOSINE DEAMINASE DEFICIENCY"	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	"Failure to thrive    Sinusitis    Asthma  Pneumonia   Mesangial sclerosis   Platyspondyly  Pelvic dysplasia Thick growth arrest lines Hepatomegaly     Diarrhea  Splenomegaly     Autoimmune hemolytic anemia    ; Idiopathic thrombocytopenia  ; Eosinophilia   Frequent fungal, viral, and opportunistic infections ; Lymphopenia  ; Absent B cells  ; Absent T cells ; Absent or reduced CD3+ cells ; Absent or small dysplastic thymus ; Absent specific antibody response  B-cell lymphoma   Reduced erythrocyte adenosine deaminase activity ; Increased IgE levels ; Low or absent IgA levels ; Low or absent IgM levels ; Absent IgG2 subclass ; CD4+/CD8+ ratio often reversed ; Elevated serum levels of adenosine ; Elevated serum levels of 2-prime deoxyadenosine Late onset combined immunodeficiency with allelic variant ; 85-90% with manifestations in first months of life ; 10-15% with primarily defects of cellular immunity, not manifesting until >2yrs of age ; Recurrent bacterial, viral, and fungal infections ; Treatment with polyethylene glycol-modified bovine ADA, bone marrow transplantation, and/or gene therapy Caused by mutation in the adenosine deaminase gene (ADA, )"	Yes
375	600802	"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE"	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	"Failure to thrive    Recurrent upper respiratory tract infections   Pneumonia   Diarrhea  ; Intestinal obstruction     Undetectable/absent peripheral lymph nodes ; Markedly reduced CD3+ proportion ; Increased proportion of CD19+ B cells ; Intrinsic B cell defect ; Markedly reduced numbers of natural killer cells ; Absent natural killer cell cytotoxicity ; Severely reduced proliferative response to mitogens, antigens, and alloantigens ; Absent delayed hypersensitivity skin test Panhypogammaglobulinemia  Caused by mutation in the Janus kinase 3 gene (JAK3, )Meningitis     "	Yes
376	601457	"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE"	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Failure to thrive secondary to recurrent infections  Mastoiditis     Otitis media  Conjunctivitis     Purulent rhinitis  Recurrent acute pneumonia Arthritis    Diarrhea  Frequent opportunistic infections  ; Inability to reject allogenic cells ; Absent peripheral blood B cells ; Absent peripheral blood T cells  ; Loss of or marked reduction of V(D)J recombination activity Panhypogammaglobulinemia  Presents at 2 to 3 months of age ; Death within several months if untreated Caused by mutations in the recombinase activating gene 1 (RAG1, ; Caused by mutations in the recombinase activating gene 2 (RAG2, )Meningitis     "	Yes
377	608971	"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE"	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Failure to thrive secondary to recurrent infections  Otitis media  Candida albicans infection  ; Thrush Recurrent acute pneumonia Dermatitis   Hepatomegaly     Diarrhea  Splenomegaly     Frequent opportunistic infections  ; Lymphadenopathy     ; Normal or elevated numbers of functional natural killer cells (NK) ; Normal or elevated number of peripheral blood B cells ; Absent peripheral blood T cells  ; Serum immunoglobulins may be absent, normal, or increased Presents at 2 to 3 months of age ; Death within several months if untreated Caused by mutation in the interleukin 7 receptor gene (IL7R, ); Caused by mutation in the protein tyrosine phosphatase, receptor type, c polypeptide gene (PTPRC, ); Caused by mutation in the CD3 antigen, delta subunit gene (CD3D, ); Caused by mutation in the CD3 antigen, epsilon subunit gene (CD3E, )"	Yes
378	300424	"RETINITIS PIGMENTOSA 23; RP23"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Decreased visual acuity in early childhood ; Decreased visual fields ; Decreased night vision ; Abnormal color vision   ; Atrophy of retinal pigment epithelium  ; Intraretinal pigmentation in the midperiphery ; Attenuation of retinal arterioles ; Nondetectable responses on electroretinography ; Posterior subcapsular cataracts (rare)  Affected males have onset of poor vision before the age of 2 years ; Carrier females have normal funduscopic examinations and normal waveforms on electroretinography. Caused by mutation in the OFD1 gene (OFD1, )"	Yes
379	300425	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 1; AUTSX1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria ()Susceptibility conferred by mutation in the neuroligin-3 gene (NLGN3, )Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% Impaired language development ; Lack of spontaneous play  Impaired social interaction   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Lack of peer relationships  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  "	Yes
380	300495	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 2; AUTSX2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria (); Genetic heterogeneity (see ) Susceptibility conferred by mutation in the neuroligin-4 gene (NLGN4, )Impaired social interaction   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Lack of peer relationships  ; Impaired language development ; Lack of spontaneous play  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  ; Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% "	Yes
381	300496	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 3; AUTSX3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria (); Genetic heterogeneity (see ) ; Allelic disorder to Rett syndrome ()Susceptibility conferred by mutation in the methyl-CpG binding protein-2 gene (MECP2, )Impaired social interaction   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Lack of peer relationships  ; Impaired language development ; Lack of spontaneous play  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  ; Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% "	Yes
382	300830	"AUTISM, SUSCEPTIBILITY TO, X-LINKED 4; AUTSX4"	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	"Visual problems, mildOrofacial hypotoniaHypotonia (in some patients)  Onset in infancy  ; Variable severity  ; Nonspecific subtle dysmorphic facial features may be present; Most patients have contiguous gene deletion syndrome involving Xp22Caused by mutation in the patched domain-containing protein 1 gene (PTCHD1, )Global development delay; Intellectual disability    ; Learning disability  ; Motor tics  Autism spectrum disorder  ; Attention deficit-hyperactivity disorder     ; Impulsivity  ; Aggressive behavior   "	Yes
383	209850	AUTISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see, e.g., , , , , , ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria (); Associated with Fragile X syndrome ()Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% Impaired social interactions   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Impaired ability to form peer relationships  ; Impaired language development ; Lack of spontaneous play  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  "	Yes
384	606053	"AUTISM, SUSCEPTIBILITY TO, 5; AUTS5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	"Delayed onset of phrase speech (> 36 months) Autism     "	Yes
385	607373	"AUTISM, SUSCEPTIBILITY TO, 8; AUTS8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria (); Associated with Fragile X syndrome ()Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% Impaired social interactions   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Impaired ability to form peer relationships  ; Impaired language development ; Lack of spontaneous play  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  "	Yes
386	608049	"AUTISM, SUSCEPTIBILITY TO, 3; AUTS3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	"Increased serum serotonin in 25% Onset by 3 years of age ; Male to female ratio 4:1 ; Occurs in 2-5 per 10,000 individuals ; Genetic heterogeneity (see ) ; Associated with tuberous sclerosis (); Associated with untreated phenylketonuria (); Associated with Fragile X syndrome ()Mental retardation in 75% ; Seizures in 15-30% ; EEG abnormalities in 20-50% Impaired social interactions   ; Impaired use of nonverbal behaviors, such as eye-to-eye gaze, facial expression, body posture, and gestures ; Impaired ability to form peer relationships  ; Impaired language development ; Lack of spontaneous play  ; Restrictive behavior, interests, and activities  ; Stereotyped, repetitive behavior  ; Inflexible adherence to routines or rituals  "	Yes
